QUOTE,AUTHOR,GENRE
Human life is as evanescent as the morning dew or a flash of lightning.,Samuel Butler,morning
"There is no friend like an old friend who has shared our morning days, no greeting like his welcome, no homage like his praise.","Oliver Wendell Holmes, Jr.",morning
"I myself spent nine years in an insane asylum and I never had the obsession of suicide, but I know that each conversation with a psychiatrist, every morning at the time of his visit, made me want to hang myself, realizing that I would not be able to cut his throat.",Antonin Artaud,morning
"Man is born in a day, and he dies in a day, and the thing is easily over but to have a sick heart for three-fourths of one's lifetime is simply to have death renewed every morning and life at that price is not worth living.",Gilbert Parker,morning
"If you want to be an entrepreneur, it's not a job, it's a lifestyle. It defines you. Forget about vacations, about going home at 6 pm - last thing at night you'll send emails, first thing in the morning you'll read emails, and you'll wake up in the middle of the night. But it's hugely rewarding as you're fulfilling something for yourself.",Niklas Zennstrom,morning
"The thing I love most about going on vacation is that I get to leave behind any kind of schedule. My entire life is scheduled from morning to night, and when I'm on vacation, there is no schedule.",Kelly Clarkson,morning
"I never married because there was no need. I have three pets at home which answer the same purpose as a husband. I have a dog which growls every morning, a parrot which swears all afternoon, and a cat that comes home late at night.",Marie Corelli,morning
"When I woke up Sunday morning at the Open and stepped outside and felt the wind and rain in my face, I knew I had an excellent chance to win if I just took my time and trusted myself.",Tom Kite,morning
"On Sunday morning, I'm not nervous... I can't wait to tell what God wants me to say.",Charles Stanley,morning
"It seems to me that trying to live without friends is like milking a bear to get cream for your morning coffee. It is a whole lot of trouble, and then not worth much after you get it.",Zora Neale Hurston,morning
The happiest part of a man's life is what he passes lying awake in bed in the morning.,Samuel Johnson,morning
"The bed is a bundle of paradoxes: we go to it with reluctance, yet we quit it with regret we make up our minds every night to leave it early, but we make up our bodies every morning to keep it late.",Ogden Nash,morning
"I protest that if some great Power would agree to make me always think what is true and do what is right, on condition of being turned into a sort of clock and would up every morning before I got out of bed, I should instantly close with the offer.",Thomas Huxley,morning
It is a matter of shame that in the morning the birds should be awake earlier than you.,Abu Bakr,morning
It is a good morning exercise for a research scientist to discard a pet hypothesis every day before breakfast. It keeps him young.,Konrad Lorenz,morning
"There is only one thing that a man really wants to do, all his life and that is, to find his way to his God, his Morning Star, salute his fellow man, and enjoy the woman who has come the long way with him.",David Herbert Lawrence,morning
